longitude,latitude,year,count
124.5,-17.0,2021.0,33
124.5,-17.0,2022.0,3
124.5,-17.0,2023.0,37
124.5,-17.0,2024.0,1
124.5,-16.5,2020.0,2
124.5,-16.5,2021.0,2
124.5,-16.5,2023.0,12
124.5,-16.5,2024.0,1
124.5,-16.0,2020.0,2
124.5,-16.0,2021.0,4
124.5,-16.0,2022.0,1
124.5,-16.0,2024.0,1
124.5,-15.5,2020.0,5
124.5,-15.5,2021.0,2
124.5,-15.5,2022.0,1
124.5,-15.5,2024.0,1
125.0,-32.5,2023.0,2
125.0,-30.5,2022.0,4
125.0,-30.0,2021.0,4
125.0,-29.0,2020.0,3
125.0,-28.5,2020.0,2
125.0,-28.0,2020.0,7
125.0,-27.0,2021.0,4
125.0,-24.5,2023.0,4
125.0,-24.0,2024.0,2
125.0,-23.0,2024.0,3
125.0,-22.5,2021.0,7
125.0,-22.5,2024.0,1
125.0,-22.0,2021.0,6
125.0,-22.0,2023.0,7
125.0,-22.0,2024.0,10
125.0,-21.5,2022.0,2
125.0,-21.5,2023.0,1
125.0,-21.5,2024.0,2
125.0,-21.0,2020.0,10
125.0,-21.0,2023.0,15
125.0,-20.5,2023.0,33
125.0,-20.0,2021.0,8
125.0,-20.0,2022.0,8
125.0,-20.0,2023.0,25
125.0,-19.5,2020.0,1
125.0,-19.5,2021.0,9
125.0,-19.5,2023.0,17
125.0,-19.0,2021.0,8
125.0,-19.0,2022.0,16
125.0,-19.0,2023.0,48
125.0,-19.0,2024.0,1
125.0,-18.5,2020.0,1
125.0,-18.5,2021.0,32
125.0,-18.5,2022.0,9
125.0,-18.5,2023.0,16
125.0,-18.5,2024.0,6
125.0,-18.0,2020.0,3
125.0,-18.0,2021.0,5
125.0,-18.0,2022.0,14
125.0,-18.0,2023.0,10
125.0,-17.5,2020.0,8
125.0,-17.5,2021.0,3
125.0,-17.5,2022.0,1
125.0,-17.5,2023.0,12
125.0,-17.0,2020.0,2
125.0,-17.0,2022.0,10
125.0,-17.0,2023.0,8
125.0,-16.5,2021.0,4
125.0,-16.5,2022.0,3
125.0,-16.5,2023.0,6
125.0,-16.0,2020.0,2
125.0,-16.0,2021.0,8
125.0,-16.0,2022.0,4
125.0,-16.0,2024.0,2
125.0,-15.5,2020.0,17
125.0,-15.5,2023.0,14
125.0,-15.5,2024.0,2
125.0,-15.0,2023.0,4
125.0,-15.0,2024.0,10
125.0,-14.5,2023.0,5
125.5,-28.5,2020.0,1
125.5,-27.5,2020.0,2
125.5,-27.5,2024.0,5
125.5,-27.0,2021.0,3
125.5,-27.0,2022.0,3
125.5,-25.5,2020.0,1
125.5,-22.5,2024.0,5
125.5,-22.0,2022.0,21
125.5,-22.0,2023.0,11
125.5,-22.0,2024.0,12
125.5,-21.5,2022.0,1
125.5,-21.5,2023.0,13
125.5,-21.0,2021.0,4
125.5,-21.0,2023.0,41
125.5,-20.5,2021.0,9
125.5,-20.5,2022.0,4
125.5,-20.5,2023.0,43
125.5,-20.0,2021.0,25
125.5,-20.0,2022.0,9
125.5,-20.0,2023.0,48
125.5,-19.5,2021.0,25
125.5,-19.5,2022.0,55
125.5,-19.5,2023.0,35
125.5,-19.0,2021.0,5
125.5,-19.0,2022.0,18
125.5,-19.0,2023.0,46
125.5,-19.0,2024.0,2
125.5,-18.5,2021.0,11
125.5,-18.5,2022.0,1
125.5,-18.5,2023.0,12
125.5,-18.5,2024.0,1
125.5,-18.0,2020.0,4
125.5,-18.0,2021.0,3
125.5,-18.0,2022.0,1
125.5,-18.0,2023.0,14
125.5,-18.0,2024.0,6
125.5,-17.5,2020.0,1
125.5,-17.5,2021.0,13
125.5,-17.5,2022.0,1
125.5,-17.5,2023.0,25
125.5,-17.0,2021.0,1
125.5,-17.0,2022.0,7
125.5,-17.0,2024.0,1
125.5,-16.5,2020.0,1
125.5,-16.5,2021.0,3
125.5,-16.5,2022.0,3
125.5,-16.5,2023.0,1
125.5,-16.5,2024.0,6
125.5,-16.0,2021.0,2
125.5,-16.0,2024.0,8
125.5,-15.5,2021.0,5
125.5,-15.5,2022.0,1
125.5,-15.5,2023.0,3
125.5,-15.5,2024.0,1
125.5,-15.0,2020.0,13
125.5,-15.0,2021.0,25
125.5,-15.0,2024.0,3
125.5,-14.5,2020.0,1
125.5,-14.5,2022.0,2
125.5,-14.5,2023.0,1
125.5,-14.5,2024.0,3
126.0,-28.5,2020.0,11
126.0,-28.5,2021.0,2
126.0,-25.5,2022.0,2
126.0,-25.0,2024.0,8
126.0,-22.0,2022.0,5
126.0,-22.0,2024.0,5
126.0,-21.5,2022.0,11
126.0,-21.0,2022.0,1
126.0,-21.0,2023.0,5
126.0,-20.5,2021.0,2
126.0,-20.5,2022.0,1
126.0,-20.5,2023.0,34
126.0,-20.0,2022.0,1
126.0,-20.0,2023.0,141
126.0,-19.5,2021.0,7
126.0,-19.5,2022.0,8
126.0,-19.5,2023.0,20
126.0,-19.5,2024.0,3
126.0,-19.0,2020.0,2
126.0,-19.0,2022.0,4
126.0,-19.0,2023.0,48
126.0,-18.5,2021.0,15
126.0,-18.5,2022.0,1
126.0,-18.5,2023.0,22
126.0,-18.5,2024.0,5
126.0,-18.0,2023.0,18
126.0,-18.0,2024.0,4
126.0,-17.5,2020.0,1
126.0,-17.5,2022.0,1
126.0,-17.5,2023.0,16
126.0,-17.0,2020.0,1
126.0,-17.0,2021.0,1
126.0,-17.0,2022.0,2
126.0,-17.0,2023.0,11
126.0,-17.0,2024.0,5
126.0,-16.5,2020.0,1
126.0,-16.5,2022.0,34
126.0,-16.5,2024.0,6
126.0,-16.0,2020.0,4
126.0,-16.0,2021.0,1
126.0,-16.0,2022.0,3
126.0,-16.0,2023.0,1
126.0,-16.0,2024.0,2
126.0,-15.5,2020.0,2
126.0,-15.5,2021.0,10
126.0,-15.5,2022.0,3
126.0,-15.5,2023.0,3
126.0,-15.5,2024.0,7
126.0,-15.0,2020.0,3
126.0,-15.0,2021.0,19
126.0,-15.0,2022.0,3
126.0,-15.0,2023.0,2
126.0,-15.0,2024.0,10
126.0,-14.5,2020.0,3
126.0,-14.5,2022.0,1
126.0,-14.5,2024.0,7
126.5,-24.5,2024.0,3
126.5,-24.0,2023.0,12
126.5,-23.0,2023.0,10
126.5,-23.0,2024.0,2
126.5,-22.0,2021.0,2
126.5,-22.0,2024.0,29
126.5,-21.5,2024.0,3
126.5,-21.0,2024.0,16
126.5,-20.5,2022.0,16
126.5,-20.5,2023.0,41
126.5,-20.0,2022.0,2
126.5,-20.0,2023.0,66
126.5,-19.5,2021.0,25
126.5,-19.5,2022.0,20
126.5,-19.5,2023.0,1
126.5,-19.0,2021.0,16
126.5,-19.0,2022.0,9
126.5,-19.0,2023.0,9
126.5,-19.0,2024.0,17
126.5,-18.5,2020.0,2
126.5,-18.5,2021.0,5
126.5,-18.5,2022.0,7
126.5,-18.5,2023.0,24
126.5,-18.5,2024.0,9
126.5,-18.0,2021.0,10
126.5,-18.0,2023.0,2
126.5,-18.0,2024.0,4
126.5,-17.5,2020.0,5
126.5,-17.5,2022.0,1
126.5,-17.5,2023.0,12
126.5,-17.5,2024.0,1
126.5,-17.0,2020.0,1
126.5,-17.0,2021.0,15
126.5,-17.0,2022.0,13
126.5,-17.0,2023.0,3
126.5,-17.0,2024.0,10
126.5,-16.5,2020.0,1
126.5,-16.5,2022.0,10
126.5,-16.5,2024.0,13
126.5,-16.0,2020.0,3
126.5,-16.0,2021.0,9
126.5,-16.0,2022.0,10
126.5,-16.0,2023.0,1
126.5,-15.5,2020.0,6
126.5,-15.5,2021.0,3
126.5,-15.5,2022.0,8
126.5,-15.5,2023.0,8
126.5,-15.0,2020.0,4
126.5,-15.0,2021.0,4
126.5,-15.0,2022.0,1
126.5,-15.0,2023.0,1
126.5,-15.0,2024.0,2
126.5,-14.5,2020.0,3
126.5,-14.5,2021.0,2
126.5,-14.5,2022.0,2
126.5,-14.5,2023.0,9
126.5,-14.5,2024.0,5
126.5,-14.0,2020.0,3
126.5,-14.0,2022.0,3
126.5,-14.0,2023.0,3
126.5,-14.0,2024.0,2
127.0,-25.0,2021.0,7
127.0,-24.5,2023.0,1
127.0,-22.5,2023.0,33
127.0,-22.5,2024.0,10
127.0,-21.5,2024.0,3
127.0,-21.0,2023.0,9
127.0,-21.0,2024.0,7
127.0,-20.5,2023.0,23
127.0,-20.5,2024.0,9
127.0,-20.0,2021.0,14
127.0,-20.0,2023.0,66
127.0,-20.0,2024.0,11
127.0,-19.5,2021.0,62
127.0,-19.5,2022.0,8
127.0,-19.5,2023.0,12
127.0,-19.5,2024.0,3
127.0,-19.0,2021.0,56
127.0,-19.0,2022.0,20
127.0,-19.0,2023.0,6
127.0,-19.0,2024.0,18
127.0,-18.5,2021.0,5
127.0,-18.5,2022.0,1
127.0,-18.5,2023.0,10
127.0,-18.5,2024.0,1
127.0,-18.0,2020.0,4
127.0,-18.0,2021.0,7
127.0,-17.5,2021.0,1
127.0,-17.5,2022.0,7
127.0,-17.5,2023.0,9
127.0,-17.5,2024.0,2
127.0,-17.0,2021.0,1
127.0,-17.0,2022.0,11
127.0,-17.0,2023.0,5
127.0,-17.0,2024.0,1
127.0,-16.5,2020.0,3
127.0,-16.5,2021.0,1
127.0,-16.5,2023.0,1
127.0,-16.0,2020.0,3
127.0,-16.0,2021.0,10
127.0,-16.0,2022.0,4
127.0,-16.0,2023.0,3
127.0,-16.0,2024.0,4
127.0,-15.5,2021.0,11
127.0,-15.5,2022.0,2
127.0,-15.5,2023.0,2
127.0,-15.5,2024.0,3
127.0,-15.0,2021.0,1
127.0,-15.0,2023.0,1
127.0,-14.5,2020.0,29
127.0,-14.5,2021.0,11
127.0,-14.5,2022.0,7
127.0,-14.5,2023.0,3
127.0,-14.5,2024.0,20
127.0,-14.0,2020.0,9
127.0,-14.0,2022.0,16
127.0,-14.0,2023.0,12
127.5,-29.0,2020.0,3
127.5,-26.0,2021.0,4
127.5,-24.5,2021.0,2
127.5,-24.5,2023.0,2
127.5,-23.5,2024.0,3
127.5,-23.0,2023.0,13
127.5,-23.0,2024.0,1
127.5,-22.5,2023.0,12
127.5,-22.5,2024.0,25
127.5,-22.0,2023.0,1
127.5,-22.0,2024.0,10
127.5,-21.5,2024.0,1
127.5,-21.0,2024.0,13
127.5,-20.5,2022.0,2
127.5,-20.5,2023.0,10
127.5,-20.5,2024.0,12
127.5,-20.0,2021.0,1
127.5,-20.0,2022.0,54
127.5,-20.0,2023.0,9
127.5,-20.0,2024.0,6
127.5,-19.5,2021.0,32
127.5,-19.5,2022.0,17
127.5,-19.5,2023.0,6
127.5,-19.5,2024.0,4
127.5,-19.0,2021.0,142
127.5,-19.0,2022.0,27
127.5,-19.0,2024.0,5
127.5,-18.5,2021.0,34
127.5,-18.5,2022.0,3
127.5,-18.5,2023.0,4
127.5,-18.5,2024.0,14
127.5,-18.0,2021.0,3
127.5,-18.0,2023.0,4
127.5,-17.5,2023.0,27
127.5,-17.5,2024.0,2
127.5,-17.0,2021.0,3
127.5,-17.0,2022.0,31
127.5,-17.0,2023.0,10
127.5,-16.5,2020.0,1
127.5,-16.5,2021.0,5
127.5,-16.5,2022.0,3
127.5,-16.5,2023.0,3
127.5,-16.5,2024.0,10
127.5,-16.0,2020.0,2
127.5,-16.0,2022.0,16
127.5,-16.0,2023.0,1
127.5,-16.0,2024.0,1
127.5,-15.5,2020.0,1
127.5,-15.5,2021.0,4
127.5,-15.5,2022.0,6
127.5,-15.5,2024.0,2
127.5,-15.0,2020.0,1
127.5,-15.0,2021.0,2
127.5,-15.0,2022.0,4
127.5,-15.0,2024.0,1
127.5,-14.5,2020.0,5
127.5,-14.5,2021.0,8
127.5,-14.5,2022.0,6
127.5,-14.5,2023.0,1
127.5,-14.5,2024.0,4
127.5,-14.0,2020.0,6
127.5,-14.0,2021.0,3
127.5,-14.0,2022.0,5
128.0,-29.5,2020.0,1
128.0,-29.0,2020.0,15
128.0,-26.0,2020.0,2
128.0,-26.0,2022.0,1
128.0,-25.5,2022.0,1
128.0,-25.0,2022.0,4
128.0,-25.0,2023.0,1
128.0,-24.5,2021.0,1
128.0,-24.5,2022.0,1
128.0,-24.5,2024.0,5
128.0,-23.0,2020.0,1
128.0,-23.0,2022.0,1
128.0,-23.0,2023.0,3
128.0,-22.5,2024.0,2
128.0,-22.0,2024.0,8
128.0,-21.5,2024.0,10
128.0,-21.0,2021.0,1
128.0,-21.0,2024.0,12
128.0,-20.5,2021.0,2
128.0,-20.5,2022.0,9
128.0,-20.5,2023.0,4
128.0,-20.0,2021.0,4
128.0,-20.0,2022.0,55
128.0,-20.0,2023.0,19
128.0,-20.0,2024.0,21
128.0,-19.5,2021.0,3
128.0,-19.5,2022.0,105
128.0,-19.5,2023.0,2
128.0,-19.5,2024.0,14
128.0,-19.0,2021.0,9
128.0,-19.0,2022.0,18
128.0,-19.0,2024.0,1
128.0,-18.5,2021.0,24
128.0,-18.5,2022.0,1
128.0,-18.5,2023.0,5
128.0,-18.5,2024.0,8
128.0,-18.0,2021.0,2
128.0,-18.0,2022.0,11
128.0,-18.0,2023.0,1
128.0,-18.0,2024.0,3
128.0,-17.5,2023.0,13
128.0,-17.5,2024.0,6
128.0,-17.0,2021.0,2
128.0,-17.0,2022.0,4
128.0,-17.0,2023.0,11
128.0,-17.0,2024.0,7
128.0,-16.5,2020.0,1
128.0,-16.5,2021.0,2
128.0,-16.5,2022.0,7
128.0,-16.5,2023.0,3
128.0,-16.5,2024.0,7
128.0,-16.0,2020.0,3
128.0,-16.0,2022.0,3
128.0,-16.0,2023.0,9
128.0,-16.0,2024.0,1
128.0,-15.5,2020.0,3
128.0,-15.5,2021.0,3
128.0,-15.5,2022.0,9
128.0,-15.5,2023.0,11
128.0,-15.5,2024.0,6
128.0,-15.0,2020.0,1
128.0,-15.0,2021.0,3
128.0,-15.0,2022.0,2
128.0,-15.0,2024.0,3
128.0,-14.5,2021.0,2
128.5,-29.5,2020.0,3
128.5,-29.5,2021.0,2
128.5,-29.0,2020.0,13
128.5,-28.5,2020.0,7
128.5,-28.0,2020.0,16
128.5,-27.5,2020.0,5
128.5,-27.5,2022.0,1
128.5,-26.0,2022.0,8
128.5,-25.5,2022.0,5
128.5,-25.5,2023.0,3
128.5,-25.0,2021.0,6
128.5,-25.0,2022.0,7
128.5,-25.0,2023.0,1
128.5,-24.5,2024.0,2
128.5,-24.0,2023.0,2
128.5,-23.0,2023.0,2
128.5,-23.0,2024.0,1
128.5,-22.5,2020.0,3
128.5,-21.5,2024.0,13
128.5,-21.0,2023.0,4
128.5,-21.0,2024.0,5
128.5,-20.5,2021.0,1
128.5,-20.5,2022.0,22
128.5,-20.5,2023.0,63
128.5,-20.0,2022.0,26
128.5,-20.0,2023.0,63
128.5,-19.5,2021.0,5
128.5,-19.5,2022.0,32
128.5,-19.5,2023.0,38
128.5,-19.5,2024.0,29
128.5,-19.0,2021.0,29
128.5,-19.0,2023.0,36
128.5,-19.0,2024.0,10
128.5,-18.5,2021.0,28
128.5,-18.5,2022.0,2
128.5,-18.5,2023.0,4
128.5,-18.0,2022.0,2
128.5,-18.0,2023.0,3
128.5,-18.0,2024.0,3
128.5,-17.5,2020.0,5
128.5,-17.5,2023.0,4
128.5,-17.5,2024.0,25
128.5,-17.0,2022.0,1
128.5,-17.0,2023.0,1
128.5,-17.0,2024.0,6
128.5,-16.5,2020.0,5
128.5,-16.5,2021.0,2
128.5,-16.5,2022.0,2
128.5,-16.5,2023.0,30
128.5,-16.5,2024.0,1
128.5,-16.0,2020.0,1
128.5,-16.0,2021.0,7
128.5,-16.0,2022.0,1
128.5,-16.0,2023.0,11
128.5,-15.5,2020.0,5
128.5,-15.5,2021.0,5
128.5,-15.5,2022.0,1
128.5,-15.5,2024.0,1
128.5,-15.0,2020.0,12
128.5,-15.0,2021.0,2
128.5,-15.0,2022.0,15
129.0,-29.5,2021.0,24
129.0,-29.0,2020.0,5
129.0,-28.5,2020.0,8
129.0,-28.0,2021.0,1
129.0,-28.0,2024.0,1
129.0,-27.5,2024.0,24
129.0,-26.0,2022.0,20
129.0,-26.0,2023.0,3
129.0,-25.5,2023.0,1
129.0,-25.0,2023.0,6
129.0,-25.0,2024.0,2
129.0,-24.5,2020.0,2
129.0,-23.5,2022.0,19
129.0,-23.5,2023.0,1
129.0,-23.5,2024.0,1
129.0,-23.0,2023.0,1
129.0,-23.0,2024.0,2
129.0,-22.5,2024.0,1
129.0,-22.0,2024.0,25
129.0,-21.5,2024.0,11
129.0,-21.0,2024.0,2
129.0,-20.5,2023.0,46
129.0,-20.5,2024.0,4
129.0,-20.0,2021.0,5
129.0,-20.0,2022.0,1
129.0,-20.0,2023.0,72
129.0,-20.0,2024.0,1
129.0,-19.5,2021.0,57
129.0,-19.5,2022.0,31
129.0,-19.5,2023.0,26
129.0,-19.5,2024.0,20
129.0,-19.0,2021.0,49
129.0,-19.0,2023.0,37
129.0,-18.5,2021.0,27
129.0,-18.5,2023.0,10
129.0,-18.5,2024.0,5
129.0,-18.0,2022.0,19
129.0,-18.0,2023.0,5
129.0,-18.0,2024.0,7
129.0,-17.5,2020.0,2
129.0,-17.5,2022.0,14
129.0,-17.5,2023.0,11
129.0,-17.5,2024.0,14
129.0,-17.0,2020.0,2
129.0,-17.0,2021.0,5
129.0,-17.0,2024.0,19
129.0,-16.5,2024.0,4
129.0,-16.0,2020.0,1
129.0,-16.0,2021.0,13
129.0,-16.0,2022.0,6
129.0,-16.0,2023.0,3
129.0,-16.0,2024.0,3
129.0,-15.5,2021.0,16
129.0,-15.5,2022.0,8
129.0,-15.5,2024.0,18
129.0,-15.0,2021.0,4
129.0,-15.0,2022.0,1
129.0,-15.0,2024.0,1
129.5,-29.5,2020.0,1
129.5,-29.5,2021.0,5
129.5,-28.5,2020.0,2
129.5,-28.5,2024.0,2
129.5,-28.0,2020.0,22
129.5,-28.0,2021.0,8
129.5,-28.0,2022.0,1
129.5,-26.0,2022.0,21
129.5,-26.0,2024.0,1
129.5,-24.5,2022.0,10
129.5,-24.0,2020.0,1
129.5,-24.0,2022.0,15
129.5,-23.5,2021.0,1
129.5,-23.5,2023.0,1
129.5,-23.5,2024.0,1
129.5,-23.0,2021.0,1
129.5,-22.0,2022.0,2
129.5,-21.5,2024.0,13
129.5,-21.0,2021.0,1
129.5,-21.0,2023.0,11
129.5,-21.0,2024.0,4
129.5,-20.5,2021.0,4
129.5,-20.5,2023.0,56
129.5,-20.0,2021.0,2
129.5,-20.0,2022.0,20
129.5,-20.0,2023.0,25
129.5,-20.0,2024.0,5
129.5,-19.5,2021.0,33
129.5,-19.5,2022.0,26
129.5,-19.5,2023.0,8
129.5,-19.5,2024.0,3
129.5,-19.0,2021.0,62
129.5,-19.0,2022.0,1
129.5,-19.0,2023.0,3
129.5,-19.0,2024.0,9
129.5,-18.5,2021.0,16
129.5,-18.5,2023.0,4
129.5,-18.5,2024.0,1
129.5,-18.0,2024.0,6
129.5,-17.5,2023.0,2
129.5,-17.5,2024.0,13
129.5,-17.0,2024.0,5
129.5,-16.5,2020.0,4
129.5,-16.5,2021.0,1
129.5,-16.5,2024.0,7
129.5,-16.0,2021.0,13
129.5,-16.0,2022.0,5
129.5,-16.0,2023.0,5
129.5,-15.5,2021.0,11
129.5,-15.5,2022.0,4
129.5,-15.5,2024.0,1
129.5,-15.0,2021.0,3
129.5,-15.0,2022.0,3
129.5,-14.5,2020.0,9
129.5,-14.5,2021.0,24
129.5,-14.5,2022.0,18
129.5,-14.5,2023.0,9
129.5,-14.5,2024.0,14
129.5,-14.0,2020.0,3
129.5,-14.0,2021.0,5
129.5,-14.0,2022.0,13
129.5,-14.0,2023.0,1
129.5,-14.0,2024.0,4
130.0,-29.5,2021.0,1
130.0,-29.5,2022.0,1
130.0,-29.5,2024.0,1
130.0,-29.0,2020.0,15
130.0,-29.0,2021.0,6
130.0,-28.5,2021.0,2
130.0,-28.0,2020.0,6
130.0,-28.0,2024.0,1
130.0,-25.0,2023.0,3
130.0,-24.5,2020.0,8
130.0,-24.5,2022.0,4
130.0,-24.0,2022.0,160
130.0,-23.5,2021.0,17
130.0,-23.5,2022.0,5
130.0,-23.0,2021.0,1
130.0,-23.0,2022.0,46
130.0,-23.0,2023.0,11
130.0,-22.5,2023.0,1
130.0,-22.0,2022.0,1
130.0,-22.0,2023.0,2
130.0,-21.5,2024.0,3
130.0,-21.0,2024.0,7
130.0,-20.5,2023.0,15
130.0,-20.0,2023.0,27
130.0,-19.5,2022.0,3
130.0,-19.5,2023.0,14
130.0,-19.5,2024.0,4
130.0,-19.0,2021.0,25
130.0,-19.0,2023.0,37
130.0,-19.0,2024.0,32
130.0,-18.5,2021.0,5
130.0,-18.5,2022.0,22
130.0,-18.5,2023.0,24
130.0,-18.5,2024.0,10
130.0,-18.0,2022.0,7
130.0,-18.0,2023.0,24
130.0,-18.0,2024.0,33
130.0,-17.5,2023.0,17
130.0,-17.5,2024.0,17
130.0,-17.0,2021.0,2
130.0,-17.0,2022.0,6
130.0,-17.0,2023.0,21
130.0,-17.0,2024.0,3
130.0,-16.5,2022.0,12
130.0,-16.5,2023.0,24
130.0,-16.5,2024.0,18
130.0,-16.0,2021.0,13
130.0,-16.0,2022.0,4
130.0,-16.0,2023.0,67
130.0,-15.5,2020.0,2
130.0,-15.5,2021.0,3
130.0,-15.5,2022.0,11
130.0,-15.5,2023.0,1
130.0,-15.5,2024.0,1
130.0,-15.0,2020.0,3
130.0,-15.0,2021.0,12
130.0,-15.0,2022.0,17
130.0,-15.0,2023.0,1
130.0,-15.0,2024.0,2
130.0,-14.5,2021.0,13
130.0,-14.5,2022.0,27
130.0,-14.5,2023.0,10
130.0,-14.5,2024.0,15
130.0,-14.0,2020.0,43
130.0,-14.0,2021.0,41
130.0,-14.0,2022.0,35
130.0,-14.0,2023.0,30
130.0,-14.0,2024.0,28
130.0,-13.5,2020.0,20
130.0,-13.5,2021.0,12
130.0,-13.5,2022.0,35
130.0,-13.5,2023.0,23
130.0,-13.5,2024.0,37
130.0,-13.0,2020.0,4
130.0,-13.0,2021.0,1
130.0,-13.0,2022.0,2
130.0,-13.0,2024.0,1
130.0,-12.0,2020.0,3
130.0,-12.0,2022.0,1
130.0,-11.5,2020.0,7
130.0,-11.5,2022.0,4
130.0,-11.5,2023.0,3
130.5,-30.0,2021.0,1
130.5,-27.5,2020.0,1
130.5,-26.5,2022.0,2
130.5,-26.0,2022.0,6
130.5,-25.5,2022.0,11
130.5,-25.0,2022.0,4
130.5,-24.5,2022.0,1
130.5,-24.0,2022.0,37
130.5,-23.5,2021.0,16
130.5,-23.5,2022.0,42
130.5,-23.0,2022.0,5
130.5,-22.5,2022.0,16
130.5,-22.0,2023.0,8
130.5,-21.5,2023.0,1
130.5,-21.0,2024.0,3
130.5,-20.5,2023.0,19
130.5,-20.5,2024.0,16
130.5,-20.0,2023.0,87
130.5,-19.5,2021.0,2
130.5,-19.5,2022.0,1
130.5,-19.5,2023.0,20
130.5,-19.5,2024.0,1
130.5,-19.0,2021.0,6
130.5,-19.0,2022.0,2
130.5,-19.0,2023.0,25
130.5,-19.0,2024.0,16
130.5,-18.5,2021.0,8
130.5,-18.5,2022.0,37
130.5,-18.5,2023.0,18
130.5,-18.5,2024.0,22
130.5,-18.0,2021.0,8
130.5,-18.0,2023.0,32
130.5,-18.0,2024.0,26
130.5,-17.5,2021.0,3
130.5,-17.5,2023.0,47
130.5,-17.5,2024.0,10
130.5,-17.0,2021.0,2
130.5,-17.0,2022.0,1
130.5,-17.0,2023.0,23
130.5,-16.5,2021.0,1
130.5,-16.5,2022.0,9
130.5,-16.5,2023.0,47
130.5,-16.5,2024.0,1
130.5,-16.0,2020.0,2
130.5,-16.0,2022.0,9
130.5,-16.0,2023.0,10
130.5,-16.0,2024.0,2
130.5,-15.5,2021.0,5
130.5,-15.5,2022.0,25
130.5,-15.5,2023.0,2
130.5,-15.0,2021.0,17
130.5,-15.0,2022.0,29
130.5,-15.0,2023.0,12
130.5,-15.0,2024.0,4
130.5,-14.5,2020.0,11
130.5,-14.5,2021.0,44
130.5,-14.5,2022.0,46
130.5,-14.5,2023.0,3
130.5,-14.5,2024.0,4
130.5,-14.0,2021.0,5
130.5,-14.0,2022.0,3
130.5,-14.0,2023.0,8
130.5,-14.0,2024.0,9
130.5,-13.5,2020.0,6
130.5,-13.5,2021.0,27
130.5,-13.5,2022.0,4
130.5,-13.5,2023.0,15
130.5,-13.5,2024.0,24
130.5,-13.0,2020.0,2
130.5,-13.0,2021.0,10
130.5,-13.0,2022.0,5
130.5,-13.0,2023.0,8
130.5,-13.0,2024.0,10
130.5,-12.5,2020.0,4
130.5,-12.5,2021.0,1
130.5,-12.5,2022.0,1
130.5,-12.5,2023.0,4
130.5,-12.5,2024.0,3
130.5,-12.0,2021.0,1
130.5,-11.5,2020.0,21
130.5,-11.5,2021.0,5
130.5,-11.5,2022.0,4
130.5,-11.5,2023.0,18
130.5,-11.5,2024.0,5
131.0,-30.0,2022.0,5
131.0,-27.0,2022.0,3
131.0,-27.0,2023.0,1
131.0,-25.5,2022.0,3
131.0,-25.5,2023.0,1
131.0,-25.0,2021.0,1
131.0,-25.0,2024.0,2
131.0,-24.5,2022.0,9
131.0,-24.0,2022.0,52
131.0,-23.5,2021.0,6
131.0,-23.5,2022.0,23
131.0,-23.0,2022.0,9
131.0,-23.0,2023.0,1
131.0,-22.5,2021.0,10
131.0,-22.5,2023.0,1
131.0,-22.0,2023.0,49
131.0,-21.5,2023.0,16
131.0,-21.5,2024.0,2
131.0,-21.0,2024.0,5
131.0,-20.5,2023.0,96
131.0,-20.5,2024.0,3
131.0,-20.0,2020.0,1
131.0,-20.0,2023.0,7
131.0,-19.5,2023.0,2
131.0,-19.0,2022.0,10
131.0,-19.0,2023.0,16
131.0,-19.0,2024.0,8
131.0,-18.5,2020.0,1
131.0,-18.5,2021.0,4
131.0,-18.5,2022.0,8
131.0,-18.5,2023.0,32
131.0,-18.5,2024.0,2
131.0,-18.0,2021.0,1
131.0,-18.0,2023.0,22
131.0,-18.0,2024.0,34
131.0,-17.5,2023.0,3
131.0,-17.5,2024.0,6
131.0,-17.0,2021.0,11
131.0,-17.0,2022.0,1
131.0,-17.0,2024.0,19
131.0,-16.5,2021.0,8
131.0,-16.5,2023.0,6
131.0,-16.0,2022.0,24
131.0,-16.0,2023.0,2
131.0,-16.0,2024.0,3
131.0,-15.5,2022.0,12
131.0,-15.5,2023.0,7
131.0,-15.5,2024.0,17
131.0,-15.0,2020.0,1
131.0,-15.0,2021.0,2
131.0,-15.0,2022.0,7
131.0,-15.0,2023.0,3
131.0,-15.0,2024.0,5
131.0,-14.5,2020.0,9
131.0,-14.5,2021.0,15
131.0,-14.5,2022.0,10
131.0,-14.5,2023.0,5
131.0,-14.5,2024.0,4
131.0,-14.0,2020.0,6
131.0,-14.0,2021.0,20
131.0,-14.0,2022.0,7
131.0,-14.0,2023.0,20
131.0,-14.0,2024.0,3
131.0,-13.5,2020.0,26
131.0,-13.5,2021.0,11
131.0,-13.5,2022.0,30
131.0,-13.5,2023.0,14
131.0,-13.5,2024.0,17
131.0,-13.0,2020.0,17
131.0,-13.0,2021.0,10
131.0,-13.0,2022.0,21
131.0,-13.0,2023.0,19
131.0,-13.0,2024.0,22
131.0,-12.5,2020.0,9
131.0,-12.5,2021.0,5
131.0,-12.5,2022.0,7
131.0,-12.5,2023.0,7
131.0,-12.5,2024.0,11
131.0,-12.0,2021.0,7
131.0,-12.0,2022.0,1
131.0,-12.0,2023.0,7
131.0,-12.0,2024.0,4
131.0,-11.5,2020.0,8
131.0,-11.5,2021.0,45
131.0,-11.5,2022.0,6
131.0,-11.5,2023.0,53
131.0,-11.5,2024.0,7
131.5,-29.5,2022.0,1
