longitude,latitude,year,count
119.0,-22.5,2022.0,1
119.0,-22.5,2024.0,9
119.0,-22.0,2020.0,1
119.0,-22.0,2021.0,9
119.0,-22.0,2023.0,1
119.0,-21.5,2020.0,7
119.0,-21.5,2021.0,6
119.0,-21.5,2022.0,1
119.0,-21.5,2023.0,2
119.0,-21.5,2024.0,10
119.0,-21.0,2020.0,9
119.0,-21.0,2021.0,10
119.0,-21.0,2022.0,1
119.0,-20.5,2020.0,14
119.0,-20.5,2021.0,19
119.0,-20.5,2022.0,1
119.0,-20.5,2023.0,2
119.0,-20.5,2024.0,1
119.5,-33.0,2022.0,1
119.5,-33.0,2024.0,1
119.5,-32.5,2020.0,29
119.5,-32.5,2021.0,5
119.5,-32.5,2022.0,2
119.5,-32.0,2020.0,35
119.5,-32.0,2022.0,4
119.5,-31.0,2022.0,1
119.5,-30.5,2022.0,9
119.5,-23.0,2022.0,1
119.5,-23.0,2024.0,9
119.5,-22.5,2020.0,1
119.5,-22.5,2021.0,1
119.5,-22.5,2022.0,2
119.5,-22.0,2021.0,1
119.5,-22.0,2022.0,1
119.5,-22.0,2023.0,4
119.5,-22.0,2024.0,6
119.5,-21.5,2020.0,3
119.5,-21.5,2021.0,12
119.5,-21.5,2022.0,4
119.5,-21.5,2023.0,8
119.5,-21.5,2024.0,6
119.5,-21.0,2020.0,23
119.5,-21.0,2021.0,21
119.5,-21.0,2022.0,3
119.5,-21.0,2023.0,2
119.5,-21.0,2024.0,18
119.5,-20.5,2021.0,5
119.5,-20.5,2022.0,2
119.5,-20.5,2023.0,5
119.5,-20.0,2020.0,2
119.5,-20.0,2021.0,1
120.0,-34.0,2023.0,24
120.0,-34.0,2024.0,1
120.0,-33.5,2020.0,1
120.0,-33.5,2023.0,65
120.0,-33.0,2020.0,55
120.0,-32.5,2020.0,10
120.0,-32.0,2021.0,1
120.0,-31.5,2020.0,4
120.0,-31.5,2021.0,9
120.0,-31.0,2021.0,1
120.0,-31.0,2022.0,7
120.0,-31.0,2024.0,6
120.0,-30.5,2021.0,8
120.0,-30.5,2022.0,6
120.0,-30.5,2023.0,3
120.0,-30.0,2022.0,7
120.0,-25.0,2020.0,2
120.0,-24.5,2024.0,2
120.0,-23.5,2024.0,2
120.0,-23.0,2020.0,1
120.0,-23.0,2021.0,1
120.0,-23.0,2024.0,4
120.0,-22.5,2022.0,2
120.0,-22.5,2023.0,1
120.0,-22.5,2024.0,3
120.0,-22.0,2020.0,2
120.0,-22.0,2022.0,3
120.0,-22.0,2023.0,2
120.0,-22.0,2024.0,4
120.0,-21.5,2020.0,1
120.0,-21.5,2021.0,5
120.0,-21.5,2022.0,1
120.0,-21.5,2023.0,2
120.0,-21.5,2024.0,6
120.0,-21.0,2020.0,3
120.0,-21.0,2021.0,5
120.0,-21.0,2023.0,19
120.0,-21.0,2024.0,14
120.0,-20.5,2020.0,2
120.0,-20.5,2021.0,8
120.0,-20.5,2024.0,29
120.5,-34.0,2021.0,1
120.5,-34.0,2022.0,1
