longitude,latitude,year,count,avg_frp,total_frp,pct_night,pct_high_intensity
145.25,-34.25,2020,4,141.2,564.6,0.0,25.0
145.25,-21.75,2020,4,142.6,570.4,0.0,0.0
145.25,-21.25,2020,18,147.5,2655.1,27.8,16.7
145.25,-20.75,2020,4,105.2,420.9,0.0,0.0
145.25,-19.75,2020,1,66.5,66.5,0.0,0.0
145.25,-18.25,2020,16,128.9,2063.1,0.0,12.5
145.25,-17.75,2020,3,56.3,169.0,0.0,0.0
145.25,-17.25,2020,5,85.7,428.3,0.0,0.0
145.25,-16.75,2020,3,59.7,179.0,0.0,0.0
145.25,-15.25,2020,7,205.4,1437.8,0.0,28.6
145.75,-37.75,2020,2,257.8,515.7,0.0,50.0
145.75,-37.25,2020,2,355.3,710.7,0.0,100.0
145.75,-36.25,2020,4,111.5,445.9,0.0,0.0
145.75,-24.25,2020,3,51.7,155.1,0.0,0.0
145.75,-22.25,2020,3,68.6,205.7,0.0,0.0
145.75,-21.75,2020,2,78.7,157.5,50.0,0.0
145.75,-21.25,2020,12,116.3,1395.9,0.0,8.3
145.75,-20.75,2020,1,57.1,57.1,0.0,0.0
145.75,-20.25,2020,2,126.9,253.9,0.0,0.0
145.75,-19.75,2020,3,88.6,265.8,0.0,0.0
146.25,-42.75,2020,1,51.6,51.6,0.0,0.0
146.25,-37.75,2020,4,118.3,473.2,0.0,25.0
146.25,-37.25,2020,2,73.0,146.0,0.0,0.0
146.25,-36.25,2020,2,100.4,200.7,0.0,0.0
146.25,-35.25,2020,2,84.2,168.3,0.0,0.0
146.25,-34.75,2020,1,89.4,89.4,0.0,0.0
146.25,-22.25,2020,4,65.3,261.1,0.0,0.0
146.25,-21.25,2020,10,93.3,933.2,0.0,0.0
146.75,-43.25,2020,1,159.2,159.2,0.0,0.0
146.75,-42.25,2020,1,256.2,256.2,0.0,100.0
146.75,-37.25,2020,26,102.7,2669.2,0.0,11.5
146.75,-36.75,2020,121,115.6,13985.9,1.7,13.2
146.75,-35.75,2020,2,65.4,130.9,0.0,0.0
146.75,-31.75,2020,3,154.3,462.9,0.0,33.3
146.75,-26.25,2020,6,152.3,914.0,0.0,50.0
146.75,-25.25,2020,4,127.3,509.1,0.0,25.0
146.75,-24.75,2020,5,117.2,585.8,0.0,0.0
146.75,-22.25,2020,19,136.2,2587.7,0.0,10.5
146.75,-21.25,2020,6,81.4,488.4,0.0,0.0
146.75,-20.75,2020,1,90.9,90.9,0.0,0.0
147.25,-43.25,2020,2,186.0,372.1,0.0,50.0
147.25,-42.25,2020,2,106.4,212.7,0.0,0.0
147.25,-37.75,2020,2,70.1,140.2,0.0,0.0
147.25,-37.25,2020,149,124.2,18510.4,3.4,17.4
147.25,-36.75,2020,32,126.9,4061.6,3.1,15.6
147.25,-35.75,2020,21,128.5,2697.8,0.0,14.3
147.25,-34.75,2020,2,140.6,281.3,0.0,0.0
147.25,-33.25,2020,1,66.4,66.4,0.0,0.0
147.25,-27.25,2020,1,59.0,59.0,0.0,0.0
147.25,-25.75,2020,9,142.7,1284.3,0.0,33.3
147.25,-25.25,2020,5,78.3,391.5,0.0,0.0
147.25,-24.25,2020,1,114.6,114.6,0.0,0.0
147.25,-22.75,2020,5,171.8,859.2,0.0,40.0
147.25,-22.25,2020,6,65.4,392.2,0.0,0.0
147.25,-19.75,2020,1,247.2,247.2,0.0,100.0
147.75,-42.75,2020,1,91.3,91.3,0.0,0.0
147.75,-42.25,2020,1,78.7,78.7,0.0,0.0
147.75,-41.75,2020,17,107.3,1824.5,0.0,5.9
147.75,-37.75,2020,7,186.9,1308.3,0.0,28.6
147.75,-37.25,2020,28,105.1,2944.2,10.7,10.7
147.75,-36.75,2020,198,157.7,31221.8,1.5,24.7
147.75,-36.25,2020,220,139.8,30749.5,0.0,21.8
147.75,-35.75,2020,59,124.8,7362.4,0.0,22.0
147.75,-35.25,2020,53,88.0,4666.4,3.8,1.9
147.75,-26.75,2020,7,100.3,702.3,0.0,0.0
147.75,-25.75,2020,5,84.2,420.8,0.0,0.0
147.75,-25.25,2020,17,85.5,1453.7,0.0,0.0
147.75,-24.75,2020,14,109.5,1533.1,0.0,7.1
147.75,-23.25,2020,1,54.0,54.0,0.0,0.0
147.75,-22.75,2020,2,60.8,121.6,0.0,0.0
147.75,-21.25,2020,10,108.1,1081.1,0.0,20.0
148.25,-41.75,2020,8,252.3,2018.2,0.0,75.0
148.25,-39.75,2020,4,57.5,230.2,0.0,0.0
148.25,-37.75,2020,20,133.8,2675.5,0.0,10.0
148.25,-37.25,2020,149,106.0,15794.4,0.0,10.1
148.25,-36.75,2020,5,99.5,497.7,0.0,0.0
148.25,-36.25,2020,27,148.5,4008.3,3.7,22.2
148.25,-35.75,2020,376,131.0,49272.6,0.5,16.5
148.25,-35.25,2020,129,127.2,16406.2,1.6,17.8
148.25,-34.25,2020,1,51.5,51.5,0.0,0.0
148.25,-28.25,2020,1,55.6,55.6,0.0,0.0
148.25,-27.75,2020,4,81.8,327.2,0.0,0.0
148.25,-27.25,2020,2,69.5,139.0,0.0,0.0
148.25,-26.75,2020,1,172.7,172.7,0.0,0.0
148.25,-25.25,2020,3,111.8,335.5,0.0,0.0
148.25,-24.75,2020,3,62.7,188.2,0.0,0.0
148.25,-24.25,2020,2,343.0,686.0,0.0,100.0
148.25,-23.25,2020,1,117.0,117.0,0.0,0.0
148.25,-22.75,2020,3,53.0,159.1,0.0,0.0
148.25,-22.25,2020,3,75.0,224.8,0.0,0.0
148.25,-21.25,2020,7,69.0,482.9,0.0,0.0
148.75,-37.75,2020,40,122.7,4906.3,20.0,15.0
148.75,-37.25,2020,11,98.9,1087.9,9.1,0.0
148.75,-36.25,2020,25,105.1,2627.4,0.0,12.0
148.75,-35.75,2020,230,135.1,31064.8,13.0,17.0
148.75,-35.25,2020,4,116.6,466.5,25.0,0.0
148.75,-26.25,2020,1,54.9,54.9,0.0,0.0
148.75,-25.75,2020,14,70.4,986.2,0.0,0.0
148.75,-25.25,2020,5,88.9,444.7,0.0,0.0
148.75,-24.75,2020,3,71.9,215.7,0.0,0.0
148.75,-23.25,2020,1,57.0,57.0,0.0,0.0
148.75,-22.75,2020,2,94.7,189.4,0.0,0.0
148.75,-22.25,2020,2,106.2,212.4,0.0,0.0
149.25,-37.75,2020,67,137.2,9193.3,11.9,19.4
149.25,-37.25,2020,258,125.2,32296.1,7.0,15.5
149.25,-36.75,2020,91,115.3,10491.5,8.8,15.4
149.25,-36.25,2020,98,125.4,12286.2,0.0,14.3
149.25,-35.75,2020,140,122.4,17133.6,8.6,15.7
149.25,-33.75,2020,4,75.3,301.1,0.0,0.0
149.25,-32.25,2020,10,173.8,1737.9,10.0,50.0
149.25,-31.75,2020,17,128.4,2183.5,11.8,11.8
149.25,-31.25,2020,13,78.9,1026.0,0.0,0.0
149.25,-30.25,2020,1,55.9,55.9,0.0,0.0
149.25,-29.75,2020,1,157.0,157.0,0.0,0.0
149.25,-27.25,2020,1,62.9,62.9,0.0,0.0
149.25,-26.25,2020,1,52.5,52.5,0.0,0.0
149.25,-25.75,2020,1,50.1,50.1,0.0,0.0
149.25,-25.25,2020,1,56.5,56.5,0.0,0.0
149.25,-24.75,2020,2,99.3,198.5,0.0,0.0
149.25,-24.25,2020,4,113.9,455.7,0.0,0.0
149.25,-22.75,2020,2,91.8,183.7,0.0,0.0
149.25,-22.25,2020,4,81.3,325.4,0.0,0.0
149.75,-37.25,2020,157,161.4,25341.5,18.5,25.5
149.75,-36.75,2020,110,177.2,19493.1,8.2,33.6
149.75,-36.25,2020,100,110.2,11017.5,0.0,10.0
149.75,-35.75,2020,235,114.2,26829.1,0.4,11.5
149.75,-35.25,2020,35,156.2,5466.0,0.0,37.1
149.75,-34.75,2020,4,88.5,354.0,0.0,0.0
149.75,-34.25,2020,9,77.6,698.5,0.0,11.1
149.75,-33.75,2020,1,53.0,53.0,0.0,0.0
149.75,-30.75,2020,3,66.4,199.1,0.0,0.0
149.75,-30.25,2020,4,80.4,321.4,0.0,0.0
149.75,-26.75,2020,2,128.9,257.8,0.0,0.0
149.75,-26.25,2020,2,120.5,241.0,0.0,0.0
149.75,-25.25,2020,16,85.5,1367.6,0.0,0.0
149.75,-24.25,2020,4,87.3,349.0,0.0,0.0
149.75,-23.75,2020,14,80.5,1127.2,0.0,0.0
150.25,-37.25,2020,7,106.0,742.0,71.4,14.3
150.25,-36.25,2020,3,53.5,160.6,0.0,0.0
150.25,-35.75,2020,11,131.1,1442.3,0.0,18.2
150.25,-35.25,2020,9,75.4,678.7,0.0,0.0
150.25,-34.75,2020,68,103.4,7031.1,2.9,10.3
150.25,-34.25,2020,47,94.1,4424.1,0.0,6.4
150.25,-33.75,2020,25,164.4,4110.8,68.0,28.0
150.25,-33.25,2020,5,88.0,439.9,0.0,0.0
150.25,-32.75,2020,18,99.9,1798.6,22.2,0.0
150.25,-30.25,2020,2,128.0,256.1,0.0,0.0
150.25,-27.75,2020,3,98.7,296.1,0.0,0.0
150.25,-26.25,2020,2,81.6,163.3,0.0,0.0
150.25,-25.25,2020,8,102.2,817.3,0.0,0.0
150.25,-24.75,2020,1,65.8,65.8,0.0,0.0
150.75,-35.25,2020,3,98.8,296.4,0.0,0.0
150.75,-34.75,2020,5,65.9,329.6,0.0,0.0
150.75,-34.25,2020,2,139.8,279.6,0.0,0.0
150.75,-32.75,2020,1,65.9,65.9,100.0,0.0
150.75,-31.75,2020,2,115.9,231.8,0.0,0.0
150.75,-30.75,2020,2,81.0,162.0,0.0,0.0
150.75,-29.25,2020,14,90.0,1259.7,0.0,7.1
150.75,-27.75,2020,21,139.8,2936.4,4.8,28.6
150.75,-27.25,2020,3,73.5,220.6,0.0,0.0
150.75,-26.75,2020,5,107.0,534.8,0.0,20.0
150.75,-26.25,2020,7,84.0,587.8,0.0,0.0
150.75,-25.75,2020,4,122.8,491.3,0.0,25.0
150.75,-25.25,2020,14,94.8,1326.9,0.0,0.0
150.75,-24.75,2020,3,68.2,204.6,0.0,0.0
150.75,-24.25,2020,1,66.3,66.3,0.0,0.0
150.75,-23.75,2020,2,96.7,193.5,0.0,0.0
151.25,-32.25,2020,1,71.2,71.2,0.0,0.0
151.25,-31.75,2020,4,111.9,447.6,0.0,0.0
151.25,-30.75,2020,1,51.6,51.6,0.0,0.0
151.25,-30.25,2020,5,139.5,697.7,0.0,40.0
151.25,-28.25,2020,9,76.6,689.3,0.0,0.0
151.25,-26.75,2020,1,65.2,65.2,0.0,0.0
151.25,-26.25,2020,3,83.8,251.4,0.0,0.0
151.25,-25.75,2020,13,81.8,1063.0,0.0,0.0
151.25,-25.25,2020,2,101.9,203.8,0.0,0.0
151.25,-24.75,2020,3,83.5,250.4,0.0,0.0
151.25,-23.75,2020,4,109.5,438.2,0.0,0.0
151.75,-33.25,2020,1,80.8,80.8,0.0,0.0
151.75,-31.75,2020,2,56.3,112.6,0.0,0.0
151.75,-31.25,2020,1,67.8,67.8,0.0,0.0
151.75,-29.75,2020,1,50.8,50.8,0.0,0.0
151.75,-26.75,2020,1,57.3,57.3,0.0,0.0
151.75,-25.75,2020,2,110.8,221.6,0.0,0.0
151.75,-24.25,2020,4,78.8,315.2,0.0,0.0
152.25,-32.25,2020,1,161.1,161.1,0.0,0.0
152.25,-29.25,2020,8,99.5,796.1,0.0,0.0
152.25,-27.25,2020,2,54.7,109.4,0.0,0.0
152.25,-25.75,2020,2,71.0,142.0,0.0,0.0
152.25,-25.25,2020,4,176.7,706.7,0.0,75.0
152.75,-30.25,2020,5,76.1,380.4,0.0,0.0
152.75,-26.25,2020,1,88.5,88.5,0.0,0.0
152.75,-25.75,2020,2,162.9,325.9,0.0,50.0
152.75,-25.25,2020,2,62.3,124.5,0.0,0.0
153.25,-28.75,2020,1,98.8,98.8,0.0,0.0
153.25,-27.25,2020,1,244.8,244.8,0.0,100.0
153.25,-25.75,2020,2,99.7,199.3,0.0,0.0
153.25,-25.25,2020,74,155.2,11488.0,1.4,20.3
153.25,-24.75,2020,21,157.4,3304.6,0.0,23.8
114.75,-23.75,2021,2,71.7,143.5,0.0,0.0
114.75,-23.25,2021,2,60.5,121.0,0.0,0.0
114.75,-22.75,2021,7,118.8,831.9,0.0,14.3
115.25,-34.25,2021,2,123.3,246.7,0.0,0.0
115.25,-30.75,2021,7,66.0,461.9,28.6,0.0
115.25,-29.75,2021,1,126.8,126.8,0.0,0.0
115.25,-28.75,2021,8,148.1,1184.8,0.0,37.5
115.25,-23.25,2021,2,91.3,182.6,0.0,0.0
115.75,-34.25,2021,4,98.2,392.8,0.0,0.0
115.75,-33.75,2021,2,92.0,184.1,0.0,0.0
115.75,-32.25,2021,3,135.1,405.3,0.0,33.3
115.75,-31.75,2021,16,134.0,2144.4,0.0,18.8
115.75,-31.25,2021,12,100.9,1210.4,0.0,0.0
115.75,-30.75,2021,12,107.6,1290.8,0.0,16.7
115.75,-29.25,2021,4,96.8,387.3,0.0,0.0
115.75,-21.75,2021,2,65.1,130.3,0.0,0.0
116.25,-33.25,2021,2,185.0,370.0,0.0,0.0
116.25,-32.75,2021,3,69.2,207.6,0.0,0.0
116.25,-32.25,2021,4,66.3,265.1,0.0,0.0
116.25,-31.75,2021,30,155.8,4674.1,56.7,13.3
116.25,-30.25,2021,2,81.6,163.2,0.0,0.0
116.75,-34.75,2021,2,128.4,256.9,0.0,0.0
116.75,-34.25,2021,1,63.5,63.5,0.0,0.0
116.75,-33.75,2021,2,79.0,158.1,0.0,0.0
116.75,-33.25,2021,3,62.3,186.9,0.0,0.0
116.75,-32.25,2021,2,109.0,218.0,0.0,0.0
116.75,-31.75,2021,1,159.2,159.2,0.0,0.0
116.75,-30.25,2021,2,84.8,169.6,0.0,0.0
116.75,-21.75,2021,8,73.8,590.7,0.0,0.0
116.75,-20.75,2021,2,144.1,288.2,0.0,0.0
117.25,-34.75,2021,2,145.3,290.7,0.0,50.0
117.25,-34.25,2021,2,114.5,229.0,0.0,0.0
117.25,-33.25,2021,3,85.8,257.4,0.0,0.0
117.25,-31.75,2021,1,94.4,94.4,0.0,0.0
117.25,-22.75,2021,1,90.5,90.5,0.0,0.0
117.25,-21.75,2021,3,70.0,209.9,0.0,0.0
117.25,-21.25,2021,8,91.3,730.2,0.0,0.0
117.25,-20.75,2021,40,136.0,5440.9,0.0,27.5
117.75,-34.25,2021,1,57.5,57.5,0.0,0.0
117.75,-33.75,2021,4,87.5,349.9,0.0,0.0
117.75,-22.75,2021,2,158.7,317.4,0.0,0.0
117.75,-22.25,2021,12,101.2,1214.8,0.0,0.0
117.75,-21.25,2021,1,176.0,176.0,0.0,0.0
117.75,-20.75,2021,13,102.7,1335.4,0.0,0.0
118.25,-22.75,2021,9,71.9,647.1,0.0,0.0
118.25,-22.25,2021,6,106.9,641.6,0.0,0.0
118.25,-21.25,2021,31,131.3,4069.9,0.0,19.4
118.25,-20.75,2021,22,85.5,1881.3,0.0,0.0
118.75,-23.25,2021,1,119.0,119.0,0.0,0.0
118.75,-22.25,2021,3,89.7,269.0,0.0,0.0
118.75,-21.75,2021,8,71.0,568.2,0.0,0.0
118.75,-21.25,2021,30,122.2,3666.7,6.7,13.3
118.75,-20.75,2021,9,91.1,820.2,0.0,0.0
118.75,-20.25,2021,2,87.7,175.4,0.0,0.0
119.25,-21.75,2021,5,87.8,439.1,0.0,0.0
119.25,-21.25,2021,8,81.1,648.8,0.0,0.0
119.25,-20.75,2021,11,100.7,1107.8,0.0,0.0
119.25,-20.25,2021,17,111.6,1897.3,0.0,17.6
119.75,-32.25,2021,5,248.3,1241.7,0.0,80.0
119.75,-31.75,2021,9,133.3,1199.8,0.0,0.0
119.75,-22.75,2021,1,104.0,104.0,0.0,0.0
119.75,-22.25,2021,1,160.2,160.2,0.0,0.0
119.75,-21.75,2021,3,77.4,232.1,0.0,0.0
119.75,-21.25,2021,15,133.6,2004.6,0.0,33.3
119.75,-20.75,2021,26,101.4,2635.2,0.0,0.0
120.25,-33.75,2021,1,84.1,84.1,0.0,0.0
120.25,-31.75,2021,1,144.2,144.2,0.0,0.0
120.25,-30.75,2021,1,93.2,93.2,0.0,0.0
120.25,-30.25,2021,8,134.1,1073.1,0.0,25.0
120.25,-27.75,2021,5,69.6,347.9,0.0,0.0
120.25,-23.25,2021,8,74.1,592.7,0.0,0.0
120.25,-22.25,2021,3,75.6,226.9,0.0,0.0
120.25,-21.75,2021,1,83.8,83.8,0.0,0.0
120.25,-21.25,2021,5,167.4,837.2,0.0,20.0
120.75,-33.25,2021,16,172.4,2757.9,0.0,31.2
120.75,-31.75,2021,7,94.2,659.1,0.0,0.0
120.75,-22.25,2021,4,101.0,403.9,0.0,25.0
120.75,-21.75,2021,14,88.6,1240.1,0.0,0.0
120.75,-20.75,2021,2,123.3,246.6,0.0,0.0
120.75,-19.75,2021,4,118.7,474.9,0.0,0.0
121.25,-32.25,2021,6,134.2,805.2,0.0,16.7
121.25,-22.75,2021,1,57.7,57.7,0.0,0.0
121.25,-22.25,2021,1,59.5,59.5,0.0,0.0
121.25,-21.25,2021,1,123.6,123.6,0.0,0.0
121.25,-20.25,2021,9,88.0,791.8,0.0,0.0
121.25,-19.75,2021,3,154.7,464.2,0.0,0.0
121.75,-23.25,2021,1,51.4,51.4,100.0,0.0
121.75,-21.75,2021,1,50.4,50.4,0.0,0.0
121.75,-21.25,2021,12,106.4,1276.4,0.0,8.3
121.75,-20.75,2021,1,57.0,57.0,0.0,0.0
121.75,-20.25,2021,10,84.5,845.2,0.0,10.0
121.75,-19.75,2021,4,92.0,368.0,0.0,0.0
121.75,-19.25,2021,6,110.3,661.8,0.0,0.0
121.75,-18.75,2021,17,172.0,2924.8,5.9,29.4
121.75,-18.25,2021,7,256.5,1795.2,0.0,42.9
122.25,-28.25,2021,3,148.0,444.0,0.0,0.0
122.25,-22.75,2021,3,54.4,163.3,0.0,0.0
122.25,-20.25,2021,8,142.3,1138.6,0.0,37.5
122.25,-19.75,2021,2,123.3,246.5,0.0,0.0
122.25,-19.25,2021,12,142.1,1704.9,0.0,16.7
122.25,-18.75,2021,18,127.9,2302.4,0.0,5.6
122.25,-17.75,2021,20,97.6,1951.3,0.0,5.0
122.25,-17.25,2021,88,124.2,10930.0,0.0,14.8
122.75,-32.75,2021,13,111.9,1454.8,0.0,7.7
122.75,-30.25,2021,3,79.7,239.0,0.0,0.0
122.75,-26.25,2021,1,90.3,90.3,0.0,0.0
122.75,-22.75,2021,4,68.0,272.0,0.0,0.0
122.75,-20.75,2021,2,114.3,228.6,0.0,0.0
122.75,-20.25,2021,3,140.2,420.5,0.0,33.3
122.75,-19.75,2021,7,115.7,810.0,14.3,0.0
122.75,-19.25,2021,2,92.1,184.1,0.0,0.0
122.75,-18.25,2021,18,154.2,2775.0,0.0,27.8
122.75,-17.75,2021,36,114.4,4119.7,0.0,13.9
122.75,-17.25,2021,53,112.3,5953.9,0.0,13.2
122.75,-16.75,2021,48,100.1,4805.4,0.0,0.0
123.25,-33.25,2021,6,222.5,1334.9,0.0,50.0
123.25,-32.75,2021,4,108.5,434.1,0.0,25.0
123.25,-32.25,2021,1,50.8,50.8,0.0,0.0
123.25,-27.75,2021,2,64.9,129.8,0.0,0.0
123.25,-25.75,2021,3,122.4,367.3,0.0,0.0
123.25,-20.75,2021,7,104.2,729.7,0.0,0.0
123.25,-19.75,2021,5,130.3,651.4,0.0,0.0
123.25,-19.25,2021,7,70.3,491.9,0.0,0.0
123.25,-18.75,2021,63,104.5,6583.4,0.0,6.3
123.25,-18.25,2021,22,89.5,1968.6,0.0,9.1
123.25,-17.75,2021,31,91.4,2833.9,0.0,0.0
123.25,-17.25,2021,44,116.4,5121.7,0.0,2.3
123.25,-16.75,2021,11,98.7,1086.1,0.0,9.1
123.75,-32.25,2021,2,50.9,101.8,0.0,0.0
123.75,-31.75,2021,92,116.9,10756.9,0.0,6.5
123.75,-30.25,2021,6,102.6,615.5,0.0,16.7
123.75,-26.25,2021,2,67.4,134.7,0.0,0.0
123.75,-20.75,2021,10,112.9,1128.8,0.0,10.0
123.75,-20.25,2021,3,63.9,191.7,100.0,0.0
123.75,-19.75,2021,14,105.3,1473.8,7.1,7.1
123.75,-19.25,2021,13,151.1,1964.3,15.4,30.8
123.75,-18.75,2021,15,131.8,1976.8,6.7,26.7
123.75,-18.25,2021,8,163.2,1305.6,0.0,12.5
123.75,-17.75,2021,26,134.5,3498.2,0.0,15.4
123.75,-17.25,2021,16,87.8,1405.3,0.0,0.0
123.75,-16.75,2021,10,80.7,806.6,0.0,0.0
123.75,-16.25,2021,7,62.7,438.9,0.0,0.0
124.25,-33.25,2021,5,262.1,1310.5,0.0,60.0
124.25,-30.25,2021,13,92.4,1200.6,0.0,0.0
124.25,-21.25,2021,2,113.8,227.5,0.0,0.0
124.25,-20.75,2021,3,80.1,240.2,0.0,0.0
124.25,-20.25,2021,8,103.5,828.2,0.0,0.0
124.25,-19.25,2021,7,83.1,582.0,14.3,0.0
124.25,-18.75,2021,13,103.5,1346.0,0.0,0.0
124.25,-18.25,2021,21,101.3,2127.7,9.5,0.0
124.25,-17.75,2021,6,102.9,617.5,0.0,0.0
124.25,-17.25,2021,37,97.8,3617.5,0.0,5.4
124.25,-16.75,2021,1,63.6,63.6,0.0,0.0
124.25,-16.25,2021,1,170.0,170.0,0.0,0.0
124.75,-30.25,2021,10,87.5,874.6,0.0,0.0
124.75,-29.25,2021,4,119.5,478.2,0.0,0.0
124.75,-22.75,2021,2,108.7,217.4,0.0,0.0
124.75,-22.25,2021,1,83.3,83.3,0.0,0.0
124.75,-21.75,2021,6,85.6,513.8,0.0,0.0
124.75,-19.75,2021,10,101.5,1015.5,0.0,10.0
124.75,-18.75,2021,6,91.7,549.9,0.0,0.0
124.75,-18.25,2021,30,102.4,3071.3,6.7,6.7
124.75,-17.75,2021,1,130.3,130.3,0.0,0.0
124.75,-17.25,2021,8,110.2,881.3,0.0,0.0
124.75,-16.25,2021,4,85.2,340.7,0.0,0.0
124.75,-15.75,2021,5,87.7,438.7,0.0,0.0
125.25,-27.25,2021,4,82.0,327.9,0.0,0.0
125.25,-22.75,2021,6,232.9,1397.6,0.0,66.7
125.25,-20.75,2021,1,89.9,89.9,0.0,0.0
125.25,-20.25,2021,14,84.7,1185.8,28.6,0.0
125.25,-19.75,2021,15,99.4,1491.4,0.0,0.0
125.25,-19.25,2021,1,58.4,58.4,0.0,0.0
125.25,-18.75,2021,12,100.9,1211.1,0.0,0.0
125.25,-18.25,2021,9,121.6,1094.5,0.0,11.1
125.25,-17.75,2021,14,112.3,1572.6,14.3,7.1
125.25,-17.25,2021,3,156.2,468.8,0.0,0.0
125.25,-16.75,2021,2,55.8,111.7,0.0,0.0
125.25,-16.25,2021,11,77.4,851.4,0.0,0.0
125.25,-15.75,2021,3,103.4,310.2,0.0,33.3
125.25,-15.25,2021,1,63.0,63.0,0.0,0.0
125.25,-14.75,2021,9,78.7,708.7,0.0,0.0
125.75,-28.25,2021,2,108.0,216.0,0.0,0.0
125.75,-26.75,2021,3,161.4,484.1,0.0,33.3
125.75,-20.75,2021,8,115.3,922.8,0.0,12.5
125.75,-20.25,2021,6,116.5,699.0,0.0,0.0
125.75,-19.75,2021,34,143.4,4874.4,0.0,23.5
125.75,-19.25,2021,3,109.8,329.3,0.0,0.0
125.75,-18.75,2021,1,196.9,196.9,0.0,0.0
125.75,-18.25,2021,5,117.8,589.0,0.0,0.0
125.75,-17.25,2021,2,58.0,115.9,0.0,0.0
125.75,-15.75,2021,1,51.2,51.2,0.0,0.0
125.75,-15.25,2021,25,103.6,2589.4,0.0,0.0
125.75,-14.75,2021,6,109.9,659.3,0.0,16.7
126.25,-21.75,2021,2,63.1,126.2,0.0,0.0
126.25,-19.25,2021,3,86.2,258.5,0.0,0.0
126.25,-18.75,2021,27,94.9,2561.7,22.2,0.0
126.25,-18.25,2021,2,74.1,148.1,0.0,0.0
126.25,-17.25,2021,11,138.4,1522.2,0.0,18.2
126.25,-16.75,2021,1,52.0,52.0,0.0,0.0
126.25,-16.25,2021,1,72.9,72.9,0.0,0.0
126.25,-15.75,2021,9,65.7,591.3,0.0,0.0
126.25,-15.25,2021,12,111.5,1338.3,0.0,8.3
126.25,-14.75,2021,8,122.5,979.8,0.0,0.0
126.75,-20.25,2021,2,97.1,194.2,0.0,0.0
126.75,-19.75,2021,13,150.8,1960.3,0.0,30.8
126.75,-19.25,2021,55,116.6,6413.4,7.3,10.9
126.75,-18.75,2021,6,76.4,458.7,16.7,0.0
126.75,-18.25,2021,12,85.8,1030.1,25.0,0.0
126.75,-17.75,2021,1,55.8,55.8,100.0,0.0
126.75,-17.25,2021,3,75.0,224.9,0.0,0.0
126.75,-16.75,2021,1,56.5,56.5,0.0,0.0
126.75,-16.25,2021,2,83.9,167.7,0.0,0.0
126.75,-15.75,2021,9,87.6,788.6,0.0,0.0
126.75,-14.75,2021,1,57.6,57.6,0.0,0.0
126.75,-14.25,2021,2,74.2,148.3,0.0,0.0
127.25,-26.25,2021,1,152.6,152.6,0.0,0.0
127.25,-25.75,2021,2,67.1,134.2,0.0,0.0
127.25,-25.25,2021,7,191.1,1337.7,0.0,71.4
127.25,-20.25,2021,12,125.6,1507.5,0.0,8.3
127.25,-19.75,2021,9,115.1,1036.1,22.2,11.1
127.25,-19.25,2021,122,125.8,15350.1,15.6,11.5
127.25,-18.75,2021,101,156.7,15821.9,19.8,26.7
127.25,-18.25,2021,10,82.4,824.2,0.0,0.0
127.25,-17.75,2021,2,68.0,135.9,50.0,0.0
127.25,-17.25,2021,2,55.8,111.5,0.0,0.0
127.25,-16.75,2021,3,58.0,173.9,0.0,0.0
127.25,-16.25,2021,4,66.8,267.0,0.0,0.0
127.25,-15.75,2021,9,88.5,796.9,0.0,0.0
127.25,-15.25,2021,9,118.9,1070.0,0.0,11.1
127.25,-14.75,2021,14,90.4,1266.2,0.0,0.0
127.25,-14.25,2021,3,149.3,448.0,0.0,33.3
127.75,-25.75,2021,1,55.6,55.6,0.0,0.0
127.75,-24.75,2021,2,57.1,114.2,100.0,0.0
127.75,-19.75,2021,1,120.1,120.1,0.0,0.0
127.75,-19.25,2021,26,121.0,3145.7,0.0,3.8
127.75,-18.75,2021,34,82.3,2797.0,0.0,0.0
127.75,-18.25,2021,17,106.8,1816.0,0.0,11.8
127.75,-17.75,2021,2,92.2,184.3,0.0,0.0
127.75,-17.25,2021,1,101.5,101.5,0.0,0.0
127.75,-16.75,2021,1,96.6,96.6,0.0,0.0
127.75,-16.25,2021,1,81.8,81.8,0.0,0.0
127.75,-15.75,2021,2,95.4,190.8,0.0,0.0
127.75,-15.25,2021,1,55.1,55.1,0.0,0.0
127.75,-14.75,2021,7,92.8,649.4,0.0,0.0
127.75,-14.25,2021,4,73.3,293.1,0.0,0.0
128.25,-24.75,2021,7,91.4,639.7,0.0,0.0
128.25,-20.75,2021,1,76.3,76.3,0.0,0.0
128.25,-20.25,2021,4,167.2,669.0,0.0,50.0
128.25,-19.75,2021,2,221.2,442.4,0.0,50.0
128.25,-19.25,2021,8,99.1,792.8,0.0,0.0
128.25,-18.75,2021,10,104.3,1042.8,30.0,0.0
128.25,-18.25,2021,5,103.9,519.4,0.0,0.0
128.25,-16.75,2021,4,75.1,300.6,0.0,0.0
128.25,-15.75,2021,3,134.5,403.4,0.0,0.0
128.25,-15.25,2021,1,99.6,99.6,0.0,0.0
128.75,-29.25,2021,2,63.0,126.1,0.0,0.0
128.75,-19.75,2021,38,116.2,4417.0,0.0,10.5
128.75,-19.25,2021,22,175.4,3859.7,13.6,31.8
128.75,-18.75,2021,51,127.4,6498.1,17.6,11.8
128.75,-18.25,2021,13,106.4,1383.6,0.0,7.7
128.75,-17.25,2021,3,124.6,373.9,0.0,0.0
