Calendar year,Calendar month,Region,Average FFDI
2023,6,West and South Gippsland,1.567166731
2023,6,Wimmera,2.202220811
2023,7,Central,2.23594528
2023,7,East Gippsland,4.131416861
2023,7,Mallee,3.898465704
2023,7,North Central,1.538951184
2023,7,North East,1.388310066
2023,7,Northern Country,1.960861876
2023,7,South West,1.877096465
2023,7,West and South Gippsland,2.644805982
2023,7,Wimmera,2.523270472
2023,8,Central,2.269165503
2023,8,East Gippsland,3.575150542
2023,8,Mallee,4.822306931
2023,8,North Central,1.749894857
2023,8,North East,1.632046408
2023,8,Northern Country,2.385927771
2023,8,South West,2.294322133
2023,8,West and South Gippsland,2.504947223
2023,8,Wimmera,3.1420003
2023,9,Central,5.19854028
2023,9,East Gippsland,7.803560326
2023,9,Mallee,13.24932973
2023,9,North Central,4.858211175
2023,9,North East,4.98075747
2023,9,Northern Country,7.047648058
2023,9,South West,4.346282055
2023,9,West and South Gippsland,4.96894757
2023,9,Wimmera,7.411311625
2023,10,Central,4.069561364
2023,10,East Gippsland,5.920200977
2023,10,Mallee,15.21404465
2023,10,North Central,4.277854628
2023,10,North East,4.231917057
2023,10,Northern Country,6.751164382
2023,10,South West,4.969685635
2023,10,West and South Gippsland,3.500102573
2023,10,Wimmera,10.34538501
2023,11,Central,4.646383235
2023,11,East Gippsland,3.994346392
2023,11,Mallee,19.27514653
2023,11,North Central,6.720598786
2023,11,North East,6.807964309
2023,11,Northern Country,11.43248971
2023,11,South West,5.497098646
2023,11,West and South Gippsland,3.376912766
2023,11,Wimmera,14.23016003
2023,12,Central,4.261017911
2023,12,East Gippsland,2.392508758
2023,12,Mallee,19.76407747
2023,12,North Central,7.777523477
2023,12,North East,8.105090451
2023,12,Northern Country,13.04514254
2023,12,South West,6.004115309
2023,12,West and South Gippsland,2.362343145
2023,12,Wimmera,12.32576171
2024,1,Central,3.701377058
2024,1,East Gippsland,3.124970212
2024,1,Mallee,15.51060065
2024,1,North Central,3.621578467
2024,1,North East,5.668666835
2024,1,Northern Country,5.938884934
2024,1,South West,5.301279324
2024,1,West and South Gippsland,3.445545532
2024,1,Wimmera,10.43450266
2024,2,Central,10.37197351
2024,2,East Gippsland,5.709460622
2024,2,Mallee,30.13327869
2024,2,North Central,11.78533549
2024,2,North East,11.57108052
2024,2,Northern Country,17.63590441
2024,2,South West,15.25410957
2024,2,West and South Gippsland,8.32953688
2024,2,Wimmera,24.99368269
2024,3,Central,10.99370997
2024,3,East Gippsland,7.828765788
2024,3,Mallee,22.22937074
2024,3,North Central,12.91942934
2024,3,North East,13.49579808
2024,3,Northern Country,17.60372299
2024,3,South West,14.31808403
2024,3,West and South Gippsland,8.993556791
2024,3,Wimmera,19.75288283
2024,4,Central,3.316311427
2024,4,East Gippsland,3.91778232
2024,4,Mallee,10.54013662
2024,4,North Central,3.987951993
2024,4,North East,5.96727968
2024,4,Northern Country,7.698634996
2024,4,South West,5.197848101
2024,4,West and South Gippsland,2.650210961
2024,4,Wimmera,8.263491841
2024,5,Central,2.867204944
2024,5,East Gippsland,3.608931762
2024,5,Mallee,8.051284423
2024,5,North Central,3.073474591
2024,5,North East,5.346199857
2024,5,Northern Country,5.344608447
2024,5,South West,4.720724533
2024,5,West and South Gippsland,2.891277897
2024,5,Wimmera,7.454124984
2024,6,Central,2.314827822
2024,6,East Gippsland,1.20702017
2024,6,Mallee,4.536621613
2024,6,North Central,1.797392149
2024,6,North East,1.869403499
2024,6,Northern Country,2.894456399
2024,6,South West,3.38391249
2024,6,West and South Gippsland,1.599129888
2024,6,Wimmera,3.653646994
